"Дата","Цена","Откр.","Макс.","Мин.","Объём","Изм. %"
"15.05.2012","1.556,80","1.555,40","1.558,30","1.542,40","0,03K","-0,24%"
"14.05.2012","1.560,60","1.563,00","1.563,10","1.555,50","0,01K","-1,45%"
"11.05.2012","1.583,60","1.586,10","1.589,60","1.586,10","0,01K","-0,72%"
"10.05.2012","1.595,10","1.594,20","1.594,40","1.592,40","0,01K","0,09%"
"09.05.2012","1.593,70","1.595,30","1.595,30","1.586,30","0,03K","-0,64%"
"08.05.2012","1.604,00","1.636,70","1.636,70","1.596,00","0,15K","-2,11%"
"07.05.2012","1.638,60","1.637,90","1.640,00","1.632,60","0,02K","-0,37%"
"04.05.2012","1.644,70","1.635,70","1.645,60","1.629,40","0,07K","0,64%"
"03.05.2012","1.634,20","1.651,20","1.652,20","1.631,30","0,08K","-1,16%"
"02.05.2012","1.653,40","1.659,20","1.659,20","1.648,30","0,05K","-0,50%"
"01.05.2012","1.661,70","1.665,00","1.670,50","1.661,70","0,03K","-0,10%"
"30.04.2012","1.663,40","1.663,00","1.665,70","1.653,00","0,04K","-0,04%"
"27.04.2012","1.664,00","1.654,50","1.666,90","1.654,00","0,24K","0,27%"
"26.04.2012","1.659,60","1.658,30","1.658,70","1.658,30","0,09K","1,11%"
"25.04.2012","1.641,40","1.641,30","1.643,80","1.626,90","0,08K","-0,10%"
"24.04.2012","1.643,00","1.634,40","1.648,60","1.634,40","0,12K","0,68%"
"23.04.2012","1.631,90","1.642,40","1.642,40","1.625,10","0,23K","-0,62%"
"20.04.2012","1.642,10","1.641,70","1.645,60","1.640,90","0,05K","0,09%"
"19.04.2012","1.640,60","1.642,10","1.653,10","1.632,00","0,08K","0,11%"
"18.04.2012","1.638,80","1.653,20","1.653,30","1.638,10","0,27K","-0,70%"
"17.04.2012","1.650,30","1.652,00","1.653,00","1.637,00","0,07K","0,10%"
"16.04.2012","1.648,70","1.650,80","1.656,80","1.641,20","0,72K","-0,63%"
"13.04.2012","1.659,10","1.673,30","1.674,80","1.650,00","0,22K","-1,21%"
"12.04.2012","1.679,50","1.660,00","1.680,10","1.650,00","1,31K","1,24%"
"11.04.2012","1.659,00","1.654,80","1.659,70","1.654,70","0,43K","-0,03%"
"10.04.2012","1.659,50","1.649,00","1.661,70","1.636,20","0,35K","1,04%"
"09.04.2012","1.642,50","1.645,30","1.646,40","1.636,50","0,16K","0,86%"
"05.04.2012","1.628,50","1.620,80","1.633,20","1.620,40","0,29K","1,00%"
"04.04.2012","1.612,30","1.646,50","1.647,00","1.613,00","1,12K","-3,46%"
"03.04.2012","1.670,00","1.677,60","1.679,50","1.638,70","1,17K","-0,45%"
"02.04.2012","1.677,50","1.670,40","1.682,80","1.662,00","2,53K","0,49%"
"30.03.2012","1.669,30","1.660,60","1.670,00","1.659,00","9,83K","1,03%"
"29.03.2012","1.652,20","1.661,80","1.664,50","1.644,30","47,34K","-0,34%"
"28.03.2012","1.657,90","1.670,10","1.670,10","1.665,00","0,02K","-1,60%"
"27.03.2012","1.684,80","1.687,80","1.690,80","1.684,40","0,10K","-0,04%"
"26.03.2012","1.685,50","1.665,00","1.692,90","1.657,80","0,08K","1,40%"
"23.03.2012","1.662,30","1.652,50","1.665,10","1.646,30","0,08K","1,22%"
"22.03.2012","1.642,30","1.648,00","1.649,40","1.633,80","0,32K","-0,47%"
"21.03.2012","1.650,00","1.657,80","1.660,00","1.646,10","0,55K","0,20%"
"20.03.2012","1.646,70","1.648,10","1.652,30","1.642,00","0,25K","-1,21%"
"19.03.2012","1.666,90","1.661,20","1.668,00","1.652,10","0,46K","0,69%"
"16.03.2012","1.655,50","1.660,00","1.663,40","1.641,30","0,32K","-0,22%"
"15.03.2012","1.659,10","1.646,30","1.660,20","1.640,00","0,41K","1,01%"
"14.03.2012","1.642,50","1.676,90","1.681,00","1.637,40","0,20K","-3,02%"
"13.03.2012","1.693,70","1.698,40","1.701,70","1.685,10","0,05K","-0,32%"
"12.03.2012","1.699,20","1.708,10","1.708,10","1.694,90","0,10K","-0,68%"
"09.03.2012","1.710,90","1.698,80","1.706,00","1.680,70","0,07K","0,75%"
"08.03.2012","1.698,10","1.686,40","1.702,40","1.686,40","0,30K","0,88%"
"07.03.2012","1.683,30","1.676,00","1.684,00","1.673,10","0,04K","0,71%"
"06.03.2012","1.671,40","1.708,70","1.708,70","1.666,00","0,18K","-1,86%"
"05.03.2012","1.703,00","1.705,50","1.709,50","1.695,40","0,42K","-0,34%"
"02.03.2012","1.708,80","1.723,00","1.723,00","1.705,20","0,14K","-0,71%"
"01.03.2012","1.721,10","1.698,60","1.724,60","1.698,60","0,21K","0,66%"
"29.02.2012","1.709,90","1.789,90","1.790,40","1.669,00","0,36K","-4,31%"
"28.02.2012","1.787,00","1.767,90","1.789,40","1.767,90","0,31K","0,76%"
"27.02.2012","1.773,60","1.773,60","1.775,60","1.768,10","0,15K","-0,08%"
"24.02.2012","1.775,10","1.778,50","1.780,70","1.771,30","0,13K","-0,55%"
"23.02.2012","1.784,90","1.774,00","1.786,00","1.773,00","0,30K","0,84%"
"22.02.2012","1.770,00","1.758,70","1.781,90","1.750,00","0,16K","0,73%"
"21.02.2012","1.757,10","1.736,10","1.760,00","1.733,60","0,12K","1,89%"
"17.02.2012","1.724,50","1.733,60","1.735,10","1.718,80","0,08K","-0,13%"
"16.02.2012","1.726,80","1.718,40","1.728,40","1.707,00","0,04K","0,03%"
"15.02.2012","1.726,30","1.723,60","1.737,00","1.723,60","0,11K","0,61%"
"14.02.2012","1.715,90","1.720,00","1.724,90","1.715,00","0,09K","-0,41%"
"13.02.2012","1.723,00","1.725,00","1.733,00","1.718,40","0,10K","-0,02%"
"10.02.2012","1.723,30","1.732,70","1.734,40","1.706,40","0,25K","-0,90%"
"09.02.2012","1.739,00","1.731,40","1.749,70","1.726,10","0,12K","0,56%"
"08.02.2012","1.729,30","1.744,00","1.751,50","1.728,20","0,96K","-0,98%"
"07.02.2012","1.746,40","1.722,00","1.748,00","1.713,20","0,27K","1,37%"
"06.02.2012","1.722,80","1.728,00","1.738,30","1.713,30","0,73K","-0,87%"
"03.02.2012","1.737,90","1.758,70","1.761,30","1.724,50","0,54K","-1,08%"
"02.02.2012","1.756,80","1.745,10","1.761,10","1.742,90","2,06K","0,56%"
